time,acc,auropharma,axisbank,bajajauto,biocon,britannia,cipla,dabur,divislab,drreddy,godrejcp,hcltech,hdfcbank,heromotor,hindunilver,icicibank,indusindbank,infy,kotakbank,m_m,marico,maruti,mindtree,nestleind,sbin,sunpharma,tatamotors,tcs,tech_m,wipro,shreecem,ultracemco
1532663100,1542.85,594.85,554.3,2694.1,294.25,3210.93,635.4,388.8,1107.5,2096.4,879.32,482.65,1099.43,3215.65,1668.95,292.8,1975.9,689.7,1314.7,915.8,362.85,9292.45,944.7,10276.85,288.25,560.7,268.95,1952.95,649.45,206.81,17196.75,4143.65
1532922300,1511.1,606.2,569.7,2684.15,292.1,3187.6,633.6,395.3,1161.45,2079.95,879.02,475.73,1086.22,3218.3,1694.25,306.85,1964.05,678.88,1306.35,938.9,365.7,9359.85,919.5,10178.3,297.4,566,268.15,1952.25,659.95,205.54,17316.85,4250.85
1533008700,1533.8,593.85,552.25,2714.8,293.75,3283.75,639.35,422.25,1153.35,2135.8,880.96,482.63,1090.07,3298.8,1734,303.6,1994.35,683.5,1313.9,939.45,366.35,9476.05,936.8,10562.5,294.8,569.5,264.95,1946.95,682,207.97,17116.9,4197.2
1533095100,1538.95,601.1,547.9,2695.4,293.4,3266,637.95,433,1167.9,2179.7,883.56,489.17,1082.45,3288.25,1740,299.45,1999.75,680.65,1319.3,934.35,370.9,9288.35,957.55,10834.55,296.4,576.8,265.65,1974.9,683.1,208.69,17302.15,4208.55
1533181500,1543.75,616,548.6,2694.35,293.3,3249.7,640.55,431.3,1203.75,2232.25,888.12,483.13,1070.1,3269.85,1751.55,298,2018.6,679.88,1288.55,917.25,353.2,9115.9,954.2,10801.75,295.25,582,261.6,1951.85,673.1,210.08,17498.1,4186.3
1533267900,1527,625.25,576.1,2703.9,292.63,3213.73,640.75,438.6,1211.65,2286.55,888.29,484.5,1066.63,3263.95,1766.05,304.9,2016.15,686.13,1313,926.5,353.85,9163.5,962.5,10345.9,300,587.45,259.75,1976.95,666.05,209.25,17543.55,4183.85
1533527100,1533.9,626.75,596.7,2703.35,288.1,3182.05,634.15,437.75,1195.15,2247.6,879.89,481.25,1061.65,3302.45,1739.05,314.2,1996.7,683.2,1289.9,938.35,363.65,9243.25,960.35,10574.05,309.1,578.15,255.5,1974,668.7,208.24,17450.15,4196.8
1533613500,1541.9,620.9,593.8,2699,287.75,3119.3,625.3,444.6,1169,2270.8,871.66,485.55,1069.6,3309.15,1735.5,312.7,1994.7,687.78,1289.1,931.4,362.6,9369.65,953.4,10582.9,304.9,573,253.1,1967.55,661.35,208.61,17309.95,4217.7
1533699900,1541,612.75,598.55,2671.55,284.48,3167.63,633.6,445.9,1135.15,2255.35,872.36,483.45,1071.68,3303.4,1757.65,318.05,2001.4,684.72,1294.4,932.2,363.6,9179.45,965.45,10807.15,309.55,575.9,256.45,1972.2,657.1,209.33,17372.35,4245.3
1533786300,1579.7,602.8,622.05,2672.7,286.58,3179.13,619.55,446.7,1121.25,2247.35,870.39,480.95,1062.13,3281.4,1753.9,331.95,1984.25,692.78,1279.55,936.75,364.5,9109,950.9,10879.3,316.9,572.1,258.95,1972.5,649.9,209.44,17324.45,4307.05
1533872700,1552.8,613.1,615.65,2638.4,283.48,3185.13,620.9,443.2,1127.2,2223.15,865.69,484.7,1061.75,3319.85,1750.85,327.4,1987.2,694.8,1288.05,947.95,365.55,9087.8,955.5,10731.4,303.7,556.25,251.25,1991.4,648.15,209.51,17364.45,4236.95
1534131900,1526.15,620.9,607.4,2643.6,287.08,3229.27,628.45,443.05,1125.2,2250.35,874.89,492.13,1049.72,3307.55,1735.35,324.95,1994.55,706.1,1290.8,956.05,361.2,9037,984.1,10888.25,295.05,565.05,249.1,1998.8,662.5,212.1,17270.2,4201.15
1534218300,1564.3,633.25,620.5,2655.35,295.7,3241.98,644.65,453.35,1158.8,2287.3,867.49,500.1,1049.05,3275.3,1748.95,331.5,2000.15,705.63,1294.5,954.85,366.1,9144.35,1009.9,10895.8,295.95,604.2,249,2011.2,673.95,213.97,17339.35,4291.65
1534391100,1559.9,637.45,625.85,2670.5,299.15,3255.32,648.05,447.05,1168.1,2354.9,890.69,498.83,1042.38,3287,1740.6,333.35,1985.3,714.85,1250.95,953.2,364.8,9215.9,1041.4,10894,293.95,620.4,251.35,2015,669.55,210.22,17096.9,4223.45
1534477500,1593.4,656.9,628.5,2662.75,296.88,3317.85,649.2,457,1179.2,2372.85,899.39,502.23,1042.72,3254.15,1785.3,338.6,1994.9,715.7,1263.35,962.3,371.4,9161.1,1033.75,10928.15,302.85,623.9,258.15,2019.5,689.4,210.38,17822.1,4290.8
1534736700,1603.75,660.95,626.55,2741.85,302.92,3388.23,646.5,454.2,1252.25,2390.1,934.02,496,1051.72,3317.55,1779.2,337.9,1998.5,695.15,1275.45,971.85,365.85,9111.35,1041.7,10883.85,308.7,626.55,270.25,2019.65,688.75,213.94,17773.6,4294.95
1534823100,1645,665.1,638.05,2733.65,306.6,3432.05,652.7,458.75,1251.85,2422.25,924.59,502.15,1048.82,3319.1,1758.45,338.2,1979.95,694.8,1263.5,961.2,364.05,9127.85,1042.9,10926.15,307.65,635.6,269.15,2020.3,709.95,216.9,17799.55,4351.85
1534995900,1635.45,683.1,633,2686.25,306.98,3453.77,658.7,484.8,1296.65,2465.3,950.76,511.13,1044.15,3281.6,1777.35,336,1965.65,701.17,1252.85,963.1,382.25,9237.75,1041.55,11551.3,303.15,638.9,257.65,2036.6,729.65,217.54,17949.35,4355.85
1535082300,1643.1,694.55,640.4,2679.9,304,3394.95,652.95,476.65,1306.85,2455.8,935.22,509.73,1038.22,3220.35,1783,331.1,1935.5,690.92,1257.15,968.5,379.25,9170.6,1016.55,11371.85,301,630.5,255.8,2042.9,720,219.34,18378.8,4325.75
1535341500,1656.5,690.25,650.85,2703.2,304.88,3406.52,660.5,483.5,1301,2450.05,939.42,517.8,1041.43,3232.6,1794.6,339.2,1954.6,708.2,1273.65,979.5,378.25,9249.75,1050,11366.65,307.75,623.4,259.05,2055.05,739.3,222.22,18575.5,4378.9
1535427900,1628.7,687.8,661.95,2690.4,307.83,3427.73,649.85,486.55,1284.95,2422,961.16,518.65,1050.32,3240.35,1775.9,339.3,1939.3,712.38,1283.6,981.35,372.55,9424.65,1041.8,11360.85,305.25,622.55,260.55,2071.15,736.75,221.92,18814.2,4424
1535514300,1615.7,691.95,657.45,2692.65,306.63,3371,645.65,479.3,1280,2393.85,962.79,514.4,1042.28,3247.6,1761.6,339.6,1910.75,705.88,1286.25,984.3,369.45,9377,1037.7,11322.1,309.95,622.45,262.05,2069.95,736.45,222.75,18776.9,4408.9
1535600700,1637.6,692.95,653.05,2724.9,305.13,3360.77,654.05,483.75,1301.5,2397.5,966.29,512.55,1038.13,3245.35,1782.7,345.65,1885.8,711.28,1281.7,986.9,373.45,9276.2,1059.4,11382.8,309.5,641.5,261.2,2092.8,735.7,225.3,18895.15,4434.6
1535687100,1652.9,718.45,654.4,2769.15,314.58,3388.05,665.5,482.9,1316.7,2509.1,974.52,526.7,1038.78,3272.95,1786.6,343.4,1911.65,723.42,1291.35,970.1,371.75,9168.45,1120.65,11653.4,310.6,653.85,269.25,2093.85,769.15,227.92,19056.9,4483.55
1535946300,1668.55,705.5,636.65,2780.7,309.85,3300.52,653.3,470.05,1296.55,2605.55,957.42,527,1044.45,3254.2,1712.4,336.4,1907.7,719.72,1279.4,953.85,364,8968.75,1108.45,11331.5,308.05,656.15,267.75,2067.25,751.4,233.14,19130.25,4400.95
1536032700,1595.8,682.1,645.1,2742.05,298.77,3191.7,646.9,451.7,1271.1,2556.8,933.79,539.72,1033.43,3194.35,1662.7,330.55,1861.15,738.45,1266.1,938.55,356.45,8918.2,1125.5,10925.35,298.3,655.45,262.9,2106.1,766.6,235.99,18403.05,4230.65
1536119100,1560.05,701,641.75,2781.05,313.35,3115.4,650.9,459.55,1283.3,2580.25,901.92,539.25,1028.38,3166.3,1622.2,331.65,1861.8,730.6,1247.25,936.1,354.35,8944.75,1158,10453.75,298.65,665.25,268.25,2085.7,768.35,240.04,18337.45,4187.9
1536205500,1568.3,764.2,642.1,2791.6,332.6,3116.85,664.6,457,1322.85,2583.4,881.36,544.17,1030.72,3175.6,1615.3,330,1879.8,728.7,1263.1,939.9,357.7,8815.5,1165.5,10406.55,298.15,676.9,271.75,2080.3,777.1,241.61,18311.45,4167
1536291900,1583.6,804.65,648.3,2935.3,331.55,3133.05,667.55,469.8,1318.9,2642.75,899.86,539.38,1032.8,3337.65,1645.85,335.95,1880,735.8,1252.3,976.3,358.95,8772.75,1165.6,10514.15,293.5,665.6,278.2,2085.1,774.05,244.01,18075.9,4271.7
1536551100,1538.65,801.2,653.95,2879,321.1,3060.68,667.95,452.15,1282.3,2579.75,870.52,544.33,1026.7,3285.8,1619.65,333.45,1838.5,735.25,1230.8,942.95,346.25,8693.35,1154,10388.4,286.55,639.7,276.6,2087.75,770.85,244.76,17376.25,4177.7
1536637500,1527.95,794.95,654.05,2838.6,319.77,2986.02,655.15,446.35,1246.65,2540.45,836.69,542.95,1005.72,3188.15,1597.45,328.2,1832.15,737.05,1213.6,945.4,338.95,8544.2,1162.35,10093.05,283.95,631.9,267.9,2055.8,751.15,243.83,17124.1,4119.45
1536723900,1561.25,778.75,639.3,2878.3,321.52,3022.88,657.9,456.05,1275.65,2543.85,866.95,545,1012.72,3164.4,1631.25,324.95,1836.9,745.6,1236.15,942.85,346.05,8540.2,1153.95,10417.4,286.9,650.15,263.85,2055.45,743.95,247.99,17014.45,4122.3
1536896700,1605.5,803.7,639.65,2890.6,332.17,3073.77,666.85,469.15,1331.65,2591,865.6,538.22,1017.8,3183.15,1635.95,329.3,1871.8,737.45,1242.35,953.3,348.3,8662.5,1149.95,10391.25,291.55,664.6,267.45,2063.85,762.35,249.3,17798,4208.7
1537155900,1590.3,793.45,627.45,2869.85,329.23,3024.13,664.55,462.4,1365.55,2576.5,856,541.75,1000.7,3131.8,1609.7,326.55,1879.4,729,1231.65,951.15,344.3,8545.55,1156.55,10229.4,286.5,649.05,260.75,2071.1,769.3,247.99,17575,4122.55
1537242300,1570.8,779.4,610.4,2784.1,338.6,3039.75,663.35,470.6,1381.1,2589.55,860.85,543,998.67,3107.4,1666.25,320.05,1868.1,721.5,1220.2,948.2,346,8420.15,1149.4,10295.85,275.15,642.95,251.65,2070.75,757.4,249.64,16958.75,4064.4
1537328700,1567.45,779.15,611.3,2803.2,336,2987.55,659.8,467.55,1393.2,2614.95,825.5,545.38,985.4,3146.8,1648.6,322.2,1813.25,722.6,1228.75,950.9,345.25,8248.3,1125.5,10198.15,272.75,649.85,253.55,2084.5,771.95,249.64,17172.6,4059.55
1537501500,1544.5,764.9,600.3,2806.4,338.85,2900.5,654.7,456.8,1389.1,2566.1,819.15,544.45,986.85,3164.2,1627.1,318.25,1769.2,708.95,1179.3,959.35,338.5,8057.2,1093.8,9783.75,271.2,637.1,250.45,2110.35,742.05,251.92,16915.05,4069.7
1537760700,1525,732.8,597.75,2760.35,333.6,2801.65,646,434.05,1366,2562.05,792.85,550.28,964.72,3102.8,1596.05,309.6,1676.95,720.7,1151.15,898.65,333.9,7802.2,1075.05,9668.3,265.05,625.8,241,2206,751.35,249.75,17215.1,3991.45
1537847100,1567.1,762.15,615.8,2790.65,351.5,2887.57,659.75,438.95,1392.6,2612.15,790.3,558.8,976.75,3114.7,1636.9,311.3,1700.8,728.85,1181.65,894.3,332.85,8007.35,1084.7,9727.65,270.95,641.25,241.25,2190,760.95,246.15,17153.45,4048.35
1537933500,1586.2,760.35,617.1,2772.55,352.95,2840.85,670.45,437.15,1387.95,2603.55,773.75,545.78,983.55,3093.35,1613.8,313,1705,718.95,1168.05,891.6,338.95,7855.05,1073.75,9729.5,264.4,639.7,233.95,2146.7,749.35,239.85,17435,4065.4
1538019900,1569.75,745.9,603.75,2802.45,355.08,2861.93,659.5,439.9,1376.55,2560.25,791.1,549.8,991.67,3108.7,1630.65,308.95,1692.45,723.15,1151.45,881.55,337.9,7608.5,1060.3,9630.6,266.25,633.1,227.1,2201.55,750.4,240.9,17525.95,4126.3
1538106300,1552.8,747.4,614.1,2690.5,347.05,2919.6,653.95,428.15,1317.4,2543,772.8,546.67,1006.05,2924.05,1614.05,306.95,1693.65,727.55,1147.15,863.5,334.6,7378.5,1036.15,9747.7,266.55,625.5,224.75,2193.55,748.45,243.71,16928,4061.85
1538365500,1572.8,772.2,597.55,2746.95,341.95,2931.93,655.05,440.6,1324.9,2527.1,801.8,552.3,1024.57,2983.9,1642.1,316.1,1655.8,744.1,1127.45,854.1,335.8,7514.75,1075.65,9683.05,274.7,636.7,230.55,2259.5,764.55,248.78,16899.75,3968.05
1538538300,1506.2,773.75,575.05,2738.4,331.67,2877.5,654.2,426.4,1316.35,2501.5,769.8,549.03,1017.9,2929.35,1608.9,305.05,1647.5,726.1,1102.3,796.35,328.75,7272.8,1077,9390.65,272.4,624.55,228.5,2175.15,753.75,246.6,16715.25,3878.65
1538624700,1521.6,757.8,588.4,2660,314.02,2816.23,636.25,417.3,1288.5,2382.8,724.9,541.8,980.97,2776.15,1567.05,317.15,1598.3,706.7,1076.05,798.1,314.85,7221.3,1064.05,9373.3,271.6,602.5,224.5,2075.7,722.9,244.84,16487.75,3948.5
1538711100,1478.7,744.2,571.3,2543.05,307.3,2724.05,636.95,420.2,1286.3,2402,705.35,544.8,982.92,2743.55,1552.9,307.1,1607.8,726,1055.5,770.7,308.65,6910.8,1043,9419.05,259.1,601.1,217.15,2113.3,716.65,244.5,15815.05,3804.4
1538970300,1478.85,738.05,559.45,2588.35,299.15,2776.93,638.25,411.85,1284.9,2349.95,703.4,538.53,977.83,2870,1552.85,311.1,1608.4,717.85,1105.8,778.65,311.3,6913.55,1000.3,9411.05,266.5,605.5,213.5,2088.9,698.35,238.84,16055.55,3780.65
1539056700,1467.4,766.2,554.95,2554.5,294.6,2757.57,637.4,394.45,1254.35,2453.75,671.3,535.55,972.03,2883.9,1507.3,306.45,1610.3,718.35,1108.1,766.7,295.55,6720.05,1009.6,9508.2,263.2,610.35,185.2,2098.65,698.1,241.54,15809.9,3792.25
1539143100,1467.05,780.95,590.3,2591.15,308.6,2864.32,637.95,407.1,1303.7,2488.7,719.9,526.97,982.28,2921.3,1524.15,319.6,1638.75,701.2,1134.7,767.7,302.8,7015.55,1007.65,9557.95,278.7,605.2,189.45,2044.4,699.45,237.67,15556.7,3794.7
1539229500,1440.9,756.3,581.95,2527.05,304.25,2794.27,616.75,395.5,1254.35,2459.45,728.3,506.45,968.85,2864.45,1519.55,312.15,1597.7,675.75,1117.95,732.65,306.35,6876.7,979.4,9431.15,263.25,588.95,183.25,1987.8,695.45,234.94,14895.95,3702.1
1539315900,1507.2,738.85,587.45,2632.75,304.52,2879.77,622.75,408.25,1286.3,2455.1,717.55,494.65,989.55,2903.15,1558.95,319.35,1656.8,680.6,1164.75,769.4,314.15,7290.2,951.3,9720.75,264.3,593.3,184.2,1922.35,695.05,237.19,15394.95,3811.25
1539575100,1522.55,755.45,577.6,2624.6,313.6,2840.4,645.8,397.9,1301.85,2567,732.2,503.27,1001.92,2883.45,1520.3,313.25,1628.95,698.65,1166.2,750.15,315.85,7186.65,980,9684.65,264,601.4,184.8,1951.65,695.75,240.3,15261.7,3722.5
1539661500,1548.25,775.85,588.8,2614.6,314.58,2858.4,638.6,407.15,1309.5,2573.2,752.65,502.88,999.08,2885.8,1541.4,320.95,1625.75,693.35,1173.3,777.55,317.95,7161,983.65,9763.65,271,603.7,186.15,1959.3,717.5,239.63,15597.4,3757.7
1539747900,1526.7,755.4,575.8,2551,317.6,2768.48,638.95,403.7,1298.45,2561.1,734.7,512.38,988.1,2810.05,1552.1,314.2,1600.35,700.05,1170.85,759.2,313.95,6883.95,979.65,9743.75,261.25,594,179.7,1929.2,719.2,243,15171.1,3730.7
1539920700,1413.75,749.3,563.45,2513.45,330.2,2783.85,634.85,405.25,1289.45,2558.2,741.5,480.33,984.47,2715.85,1568.6,315.2,1575.85,676.35,1194.95,742.6,310.8,6771.35,813.05,9649.1,261.3,609.7,174.75,1913.8,692.35,242.06,14599.1,3615.8
1540179900,1415.2,757.25,561.75,2557.8,336.58,2783.82,630.45,403.9,1289.65,2522.7,745.35,489.58,996.95,2734.05,1572.4,325.75,1454.8,671.75,1163.35,734.1,311.4,6802.75,801.9,9649.95,259.9,605.85,170.85,1898.65,677.45,241.16,14450.75,3471.5
1540266300,1385.05,739.45,562.55,2584.3,313.13,2745.13,622.7,400.95,1248.75,2478,741.45,476.6,993.42,2728.75,1546.8,322.3,1474.75,650.55,1174.8,729.85,311.8,6771.7,808.1,9383.85,255.9,576.3,170.95,1845.2,668.4,231.41,13840.8,3345.95
1540352700,1381.75,735.2,564.2,2471.35,321.95,2678.1,620.05,405.25,1242.7,2435.25,738.35,490.75,998.28,2703.25,1578.35,323.5,1521.9,644.2,1175.15,735.3,304.45,6778.6,802.5,9548.35,256.05,571.45,171.05,1855.5,667.95,231.56,13718.3,3391
1540439100,1362.35,723.9,564.4,2487.6,310.95,2672.55,613.35,400,1257.75,2407.1,705.35,503.92,991.03,2711.2,1582.6,319.8,1499.85,652.2,1191.1,733.45,297.65,6766.05,785.1,9591.8,251.35,560.3,166.5,1862.9,655.95,240.3,13623.85,3365.25
1540525500,1349.05,721.45,540,2518.3,303.5,2672,606.45,396.9,1256.8,2405.4,714.35,484.45,984.33,2718.7,1560.25,315.75,1452.5,636.65,1160.75,729,299.7,6724.25,772,9573.6,249.25,555,169.4,1806.55,654.15,240.53,13659.7,3389.95
1540784700,1357,772.6,569.2,2552.65,312.73,2713.27,637.9,407.25,1446.75,2547.1,719.1,493.73,966.15,2764.35,1560.3,350.55,1418.3,647.4,1144.3,749.7,303.65,6832.35,781.1,9685.5,268.95,574,176,1878.05,668.05,247.8,13614.9,3456.5
1540871100,1351.45,770.75,563.9,2560.65,320.95,2731.77,612.75,395.05,1492.75,2595.7,716.85,504.45,960.53,2774.15,1593.75,347.4,1370.75,661.85,1128.05,748.05,312.35,6704.65,790.25,9730.55,273.85,563.35,177.35,1901.9,686.1,246.67,13574.25,3461.8
1540957500,1380.2,792.95,582.85,2607.5,330.83,2832.05,629.45,385.8,1490.35,2541.65,726.4,527.85,960.13,2773.25,1620.95,354.8,1432.15,687.25,1122.25,765.7,319.75,6642.75,851,10150.95,281.65,580.55,179.25,1944.2,743.85,249.64,14023.5,3499.15
1541043900,1408.65,792.4,603.45,2610.7,322.98,2803.05,617.35,371.5,1514,2472.6,703.9,507.3,959.05,2806.25,1609.8,353.8,1468.9,669.95,1112.4,758.3,318,6724.05,831.05,9986.15,286.25,573.5,179.7,1941.2,724.25,247.88,14062.3,3598.7
1541130300,1447.1,784.55,613.7,2666.85,317.13,2814.38,609.65,370,1502.95,2430.3,713.5,503.38,977.3,2902.3,1638.75,354.95,1541.8,664.35,1133.45,783.45,337.6,7140.15,806.2,10239.35,285.6,573.35,190.3,1918.3,694.65,240.04,14779.7,3720
1541389500,1471.95,782,625.35,2679.2,316.08,2866.55,565.55,367.5,1473.65,2427,709,511.9,980.45,2860.5,1641.65,351.35,1493.65,667.25,1131.1,778.05,340.5,7196.5,822.65,10358.3,296.3,574.6,190.55,1899.05,698.3,243.41,15013.6,3768.95
1541475900,1448.4,787.95,607.9,2673.1,315.23,2870.9,533.25,366.35,1484.9,2455.7,698.05,514.6,977.55,2865.4,1632.7,354.3,1476.85,669.35,1129.25,781.9,334.4,7082.6,835.45,10166.4,287.1,581.85,193.05,1935.95,696.05,243.71,15362.6,3736.95
1541562300,1459.45,795.75,606.1,2692.8,315.7,2904.35,534.6,368.95,1504.2,2457.75,702.4,517.95,980.92,2893.45,1643.1,356.55,1484.9,677,1134.7,793.55,338.4,7113,837.75,10209.9,287.05,583.4,193.75,1945.6,699.5,244.54,15383.8,3768.95
1541735100,1469.15,815,613.75,2703.9,321.9,2888.73,529.7,377.55,1552.7,2411.7,694.65,516.42,977.42,2961,1672.45,357.05,1500.5,662.8,1139.9,798.45,340.4,7288.9,855.15,10272.75,283.7,598.45,194.95,1918.95,708.6,244.01,15431.7,3807.6
1541994300,1444,797.75,607.1,2650.2,313.58,2892.1,533.15,376.45,1513.4,2422.7,692.2,519.6,964.8,2840.5,1658.1,352.95,1495.45,666.15,1152.5,782.05,340.25,7099.15,863.2,10157.4,278.7,589.95,186.7,1921.55,724.15,242.81,15492.05,3715.2
1542080700,1461.65,776.35,620.5,2676.45,309.9,2921.2,530.55,371.35,1536.5,2447.05,686.45,518.83,968.4,2878.45,1675.7,361.1,1491.55,668.6,1164.1,793.65,339.55,7171.15,846.3,10190.75,279.45,563.45,180.2,1943.55,728.35,244.99,15208.9,3815.65
1542167100,1480.2,784.2,612.7,2687.35,312.5,2898.18,522,378.8,1504.4,2458.45,715.9,500.85,982.33,2860.15,1715.9,365.9,1517.45,655.9,1128.8,771.7,348.75,7372.05,847.35,10431.1,284.65,522.3,176.9,1889.2,703.4,243.75,15319.65,3902
1542253500,1516.6,780.1,626.35,2679.5,313.92,2919.55,521.6,388.9,1533.45,2467.95,723,496.15,989.83,2920.4,1710.2,369.65,1517.2,657.15,1163.4,766.95,347.25,7474.5,840.45,10482.5,286.5,517.05,179.95,1876.8,714.3,243.04,15875,3904.8
1542339900,1507.55,781.35,618.9,2700.4,313.17,2979.18,532.1,395.1,1554.05,2481.6,724.55,512.25,1002.38,2952.25,1695.1,367.4,1500.1,652.35,1168.9,769.2,348.05,7356.95,839.95,10688.55,291.4,521.25,180.15,1889.2,727.15,244.72,15944.55,3944.25
1542599100,1509.05,792.45,617.1,2688.5,315.25,2998.82,530.2,407.95,1560.55,2525.85,729.25,519.8,1007.2,2973.1,1707.05,363.35,1536.65,653.85,1172.1,781.55,354,7425.8,849.6,10370.7,288.15,531.95,184.5,1903.8,731.8,249.9,15938.55,4012.3
1542685500,1475,777.75,613.55,2673.35,306.58,2950.63,522.05,395.2,1535.05,2446.7,709.9,505.9,1007.8,2965.35,1697.8,358.95,1557.65,642.35,1172.25,782.45,351.25,7350.55,835.15,10281.5,283.45,526,183.8,1882.65,711.65,241.58,15903.7,3968.95
1542771900,1501.85,803.15,627.7,2612.6,314.95,3007.35,523.85,400.55,1542.45,2600.1,711.1,493.77,1012.8,2914,1694.65,357.7,1551.55,620.8,1179.6,771.35,352.8,7430.35,831.2,10257.7,287.2,532.45,184.05,1816.4,692.45,235.65,15998.1,4045.25
1542858300,1461.8,789.9,615.25,2595.95,310.85,3001.93,518.3,400.75,1529.75,2604.5,717.5,490.13,1002.6,2905.65,1677.25,352.35,1528.8,620,1168.25,746.8,354.3,7400.85,828.4,10275.7,282.4,525.1,182.15,1816,689.7,230.47,15766.75,3951.85
1543203900,1443.5,795.5,632.05,2650.7,307.8,3008.63,523.45,418.3,1508.5,2567.3,747.35,500.75,1023.67,3075.35,1743.8,356.9,1561.95,622.65,1171.55,749.35,361.1,7540.4,837.95,10462.7,286.25,511.8,182.05,1848.6,694.8,238.5,16021.05,3969.05
1543290300,1446.9,786.8,626,2603.3,303.98,3013.55,518.7,420,1519.65,2583.95,748.95,510.73,1030.43,2962.35,1732.8,354.35,1585.65,637.85,1173.35,752.2,364.4,7631.45,824.7,10514.6,289.5,494.2,180.3,1889.1,695.4,234.34,16049.05,4011.75
1543376700,1437.2,788.05,627.35,2604.4,298.6,2980.57,515.4,414.9,1481.3,2572.65,744.75,521.2,1041.5,2991.2,1733.9,358.15,1610.3,664.55,1163.2,747.9,359.5,7570.25,869.45,10671.3,284.35,486.1,174.5,1978.9,698.05,232.88,16007.65,4008.75
1543463100,1470.25,795.45,632.15,2729.45,302.27,3027.5,527.1,416.5,1460.55,2654.75,748.55,509.15,1062.68,3030.15,1777.3,361.75,1656.65,663.45,1210.05,776.55,361.5,7581.3,853.95,10623.55,287.75,486.5,178.1,1969.65,690.65,237.19,16441.1,4040
1543549500,1489.45,814.25,628.3,2746.4,312,3164.9,540.8,411.15,1438.15,2722.6,754.2,509.75,1066.4,3061.05,1765.4,356.45,1638,670.4,1232.85,791,358.5,7661.8,878.6,10755.4,284.85,493.6,172.45,1976.55,706.6,243.79,16552.25,4014.3
1543808700,1521.85,804.8,628.1,2745.75,309.6,3109.9,536.75,415.15,1458.95,2681.7,773.35,512.03,1060.32,3038.2,1830.1,357.1,1663.15,673.8,1230.15,763.15,362.2,7788.15,895.2,10767.75,288.25,458,176.05,1993.8,714.85,246.53,16836.75,4070.5
1543895100,1513.4,827.6,625.45,2777.6,312.92,3108.3,546.4,411.15,1498.1,2711.2,766.1,520.45,1047.75,3067.3,1817.1,359.75,1643.6,686.75,1229.85,744.25,360.35,7748.25,889.95,10620.8,283.8,445.15,176.25,2019.5,724.75,251.78,16707.8,4048
1543981500,1477.7,800.2,617.9,2770.9,313,3098.65,529.9,411.55,1482.1,2679.95,755.5,528.17,1055.25,3062.45,1853.35,353,1610.5,684.95,1217.7,721.9,356.9,7590.8,875.9,10510.7,281.5,415.05,169.6,2017.05,727.2,253.01,16458.8,3985.8
1544067900,1429.15,753.95,602.65,2724.55,302.7,2992.75,516.35,401.75,1461.45,2651.45,746.65,508.27,1051.32,3016.35,1809.95,348.95,1576.15,671.1,1186.2,713.1,352.4,7237.75,860.95,10299.75,275.95,421.85,162.95,1996.2,698.45,248.96,16091.25,3879.75
1544154300,1449.05,754.7,605.85,2790.35,306.33,3021.05,515.05,413.1,1496.6,2697.75,754.7,482.85,1056.5,3076.85,1833.35,352.8,1573.7,684.5,1285.6,723.75,357,7348.45,870.15,10407.45,276.55,413.05,163.05,2005.4,697.25,250.99,16380.95,3953
1544413500,1413.75,735.15,591.75,2730.35,305.45,2984.35,514.2,406.05,1473.85,2694.7,738.3,472.95,1049.28,3039.6,1804.45,347.95,1562.45,670.3,1203.8,710.9,346.95,7361,861.4,10384.4,274.55,400.45,157.8,1975.9,688.35,245.17,16039.15,3790.05
1544499900,1439.15,738.25,605.5,2752.35,315.85,3011.2,522.05,414.5,1485.4,2719.6,747.7,480.3,1032.03,3048.05,1803.8,343.45,1560.15,677.2,1226.3,724.65,359.65,7330.1,865.9,10624.8,282.55,423.25,158.7,2005.65,697.5,247.09,16047.9,3890.65
1544586300,1488.15,743.75,620.75,2861.1,320.23,3068.8,533.25,431.25,1531.75,2600,777,486.7,1047.7,3273,1849.1,351.35,1590.5,681.7,1243.05,751.75,373.1,7509.55,882.55,10884.25,286.65,432.25,164.35,2026.15,708,248.81,16711.85,3949
1544672700,1508.35,752.65,620.5,2847.8,321.27,3153,528.1,435,1526,2607.6,809.25,490.02,1054.93,3327.1,1861.2,349.9,1615.35,698.4,1267.35,759.75,375,7690.3,862.15,11015.15,289.3,423,167.3,1991.6,712.55,255.22,16725.1,3972.25
1544759100,1502.4,729.2,621.1,2830.9,324.3,3146.65,522.6,443.75,1499.1,2602.8,827.5,481.5,1049.78,3312.35,1863.45,352.3,1611.55,706.6,1258.95,757.9,372.9,7675.5,870.35,11015.25,290.05,421.5,167.45,1996.25,713.55,250.39,16961.6,4011.35
1545018300,1505.2,748.95,619.25,2853.2,316.85,3168.35,525.45,442.25,1488.3,2623.85,842.9,487.17,1068.9,3297.85,1857.45,358.6,1640.75,696.1,1226.3,759.25,377.55,7737.7,872.25,11187.25,289.75,422.5,174.3,2001.2,720.8,254.81,16968.7,4017.2
1545104700,1507.2,737.5,621.8,2851.05,320.52,3174,524.95,444.7,1499.85,2644.45,839.85,492.95,1071.03,3309.75,1848.15,362.5,1644.7,678.3,1242.05,771.55,382.5,7786.7,848.5,11117.15,293.6,434.35,175.1,1991.35,711.8,252.19,17093.1,4022.35
